//record|level|quality
records/items/enchants/a215a_enchant.dbr|65|Magical
records/items/enchants/a216a_enchant.dbr|65|Magical
records/items/enchants/a217a_enchant.dbr|65|Magical
records/items/enchants/a218a_enchant.dbr|65|Magical
records/items/enchants/a219a_enchant.dbr|65|Magical
records/items/enchants/a21a_enchant.dbr|40|Magical
records/items/enchants/a220a_enchant.dbr|65|Magical
records/items/enchants/a221a_enchant.dbr|65|Magical
records/items/enchants/a222a_enchant.dbr|65|Magical
records/items/enchants/a223a_enchant.dbr|65|Magical
records/items/enchants/a224a_enchant.dbr|65|Magical
records/items/enchants/a225a_enchant.dbr|65|Magical
records/items/enchants/a226a_enchant.dbr|65|Magical
records/items/enchants/a227a_enchant.dbr|65|Magical
records/items/enchants/a228a_enchant.dbr|65|Magical
records/items/enchants/a229a_enchant.dbr|65|Magical
records/items/enchants/a22a_enchant.dbr|40|Magical
records/items/enchants/a230a_enchant.dbr|65|Magical
records/items/enchants/a23a_enchant.dbr|40|Magical
records/items/enchants/a24a_enchant.dbr|40|Magical
records/items/enchants/a25a_enchant.dbr|40|Magical
records/items/enchants/a26a_enchant.dbr|40|Magical
records/items/enchants/a27a_enchant.dbr|40|Magical
records/items/enchants/a28a_enchant.dbr|40|Magical
records/items/enchants/a29a_enchant.dbr|40|Magical
records/items/enchants/a30a_enchant.dbr|40|Magical
records/items/enchants/a31a_enchant.dbr|40|Magical
records/items/enchants/a32a_enchant.dbr|40|Magical
records/items/enchants/a33a_enchant.dbr|40|Magical
records/items/enchants/a34a_enchant.dbr|40|Magical
records/items/enchants/a35a_enchant.dbr|40|Magical
records/items/enchants/a36a_enchant.dbr|40|Magical
records/items/enchants/a37a_enchant.dbr|40|Magical
records/items/enchants/a38a_enchant.dbr|40|Magical
records/items/enchants/a39a_enchant.dbr|40|Magical
records/items/enchants/a40a_enchant.dbr|40|Magical
records/items/enchants/a41a_enchant.dbr|40|Magical
records/items/enchants/a42a_enchant.dbr|40|Magical
records/items/enchants/a43a_enchant.dbr|40|Magical
records/items/enchants/a44a_enchant.dbr|40|Magical
records/items/enchants/a45a_enchant.dbr|40|Magical
records/items/enchants/a46a_enchant.dbr|40|Magical
records/items/enchants/b00000a_enchant.dbr|50|Rare
records/items/enchants/b0000a_enchant.dbr|50|Rare
records/items/enchants/b000a_enchant.dbr|50|Rare
records/items/enchants/b01a_enchant.dbr|50|Rare
records/items/enchants/b02a_enchant.dbr|50|Rare
records/items/enchants/b03a_enchant.dbr|50|Rare
records/items/enchants/b04a_enchant.dbr|50|Rare
records/items/enchants/b05a_enchant.dbr|50|Rare
records/items/enchants/b06a_enchant.dbr|50|Rare
records/items/enchants/b07a_enchant.dbr|50|Rare
records/items/enchants/b08a_enchant.dbr|50|Rare
records/items/enchants/b09a_enchant.dbr|50|Rare
records/items/enchants/b101a_enchant.dbr|90|Rare
records/items/enchants/b102a_enchant.dbr|90|Rare
records/items/enchants/b103a_enchant.dbr|90|Rare
records/items/enchants/b104a_enchant.dbr|90|Rare
records/items/enchants/b105a_enchant.dbr|90|Rare
records/items/enchants/b106a_enchant.dbr|90|Rare
records/items/enchants/b107a_enchant.dbr|90|Rare
records/items/enchants/b108a_enchant.dbr|90|Rare
records/items/enchants/b109a_enchant.dbr|90|Rare
records/items/enchants/b10a_enchant.dbr|50|Rare
records/items/enchants/b110a_enchant.dbr|90|Rare
records/items/enchants/b111a_enchant.dbr|90|Rare
records/items/enchants/b112a_enchant.dbr|90|Rare
records/items/enchants/b113a_enchant.dbr|90|Rare
records/items/enchants/b114a_enchant.dbr|90|Rare
records/items/enchants/b115a_enchant.dbr|90|Rare
records/items/enchants/b116a_enchant.dbr|90|Rare
records/items/enchants/b117a_enchant.dbr|90|Rare
records/items/enchants/b118a_enchant.dbr|90|Rare
records/items/enchants/b119a_enchant.dbr|90|Rare
records/items/enchants/b11a_enchant.dbr|50|Rare
records/items/enchants/b120a_enchant.dbr|90|Rare
records/items/enchants/b121a_enchant.dbr|90|Rare
records/items/enchants/b122a_enchant.dbr|90|Rare
records/items/enchants/b123a_enchant.dbr|90|Rare
records/items/enchants/b124a_enchant.dbr|90|Rare
records/items/enchants/b125a_enchant.dbr|90|Rare
records/items/enchants/b126a_enchant.dbr|90|Rare
records/items/enchants/b127a_enchant.dbr|90|Rare
records/items/enchants/b128a_enchant.dbr|90|Rare
records/items/enchants/b129a_enchant.dbr|90|Rare
records/items/enchants/b12a_enchant.dbr|50|Rare
records/items/enchants/b130a_enchant.dbr|90|Rare
records/items/enchants/b131a_enchant.dbr|90|Rare
records/items/enchants/b132a_enchant.dbr|90|Rare
records/items/enchants/b133a_enchant.dbr|90|Rare
records/items/enchants/b134a_enchant.dbr|90|Rare
records/items/enchants/b135a_enchant.dbr|90|Rare
records/items/enchants/b136a_enchant.dbr|90|Rare
records/items/enchants/b137a_enchant.dbr|90|Rare
records/items/enchants/b138a_enchant.dbr|90|Rare
records/items/enchants/b13a_enchant.dbr|50|Rare
records/items/enchants/b14a_enchant.dbr|50|Rare
records/items/enchants/b15a_enchant.dbr|50|Rare
records/items/enchants/b16a_enchant.dbr|50|Rare
records/items/enchants/b17a_enchant.dbr|50|Rare
records/items/enchants/b18a_enchant.dbr|50|Rare
records/items/enchants/b19a_enchant.dbr|50|Rare
records/items/enchants/b201a_enchant.dbr|90|Rare
records/items/enchants/b202a_enchant.dbr|90|Rare
records/items/enchants/b203a_enchant.dbr|90|Rare
records/items/enchants/b204a_enchant.dbr|90|Rare
records/items/enchants/b205a_enchant.dbr|90|Rare
records/items/enchants/b206a_enchant.dbr|90|Rare
records/items/enchants/b207a_enchant.dbr|90|Rare
records/items/enchants/b208a_enchant.dbr|90|Rare
records/items/enchants/b209a_enchant.dbr|90|Rare
records/items/enchants/b20a_enchant.dbr|50|Rare
records/items/enchants/b210a_enchant.dbr|90|Rare
records/items/enchants/b211a_enchant.dbr|90|Rare
records/items/enchants/b212a_enchant.dbr|90|Rare
records/items/enchants/b213a_enchant.dbr|90|Rare
records/items/enchants/b214a_enchant.dbr|90|Rare
records/items/enchants/b215a_enchant.dbr|90|Rare
records/items/enchants/b216a_enchant.dbr|90|Rare
records/items/enchants/b217a_enchant.dbr|90|Rare
records/items/enchants/b218a_enchant.dbr|90|Rare
records/items/enchants/b219a_enchant.dbr|90|Rare
records/items/enchants/b21a_enchant.dbr|50|Rare
records/items/enchants/b220a_enchant.dbr|90|Rare
records/items/enchants/b221a_enchant.dbr|90|Rare
records/items/enchants/b222a_enchant.dbr|90|Rare
records/items/enchants/b223a_enchant.dbr|90|Rare
records/items/enchants/b224a_enchant.dbr|90|Rare
records/items/enchants/b225a_enchant.dbr|90|Rare
records/items/enchants/b226a_enchant.dbr|90|Rare
records/items/enchants/b227a_enchant.dbr|90|Rare
records/items/enchants/b228a_enchant.dbr|90|Rare
records/items/enchants/b229a_enchant.dbr|90|Rare
records/items/enchants/b22a_enchant.dbr|50|Rare
records/items/enchants/b230a_enchant.dbr|90|Rare
records/items/enchants/b23a_enchant.dbr|50|Rare
records/items/enchants/b24a_enchant.dbr|50|Rare
records/items/enchants/b25a_enchant.dbr|50|Rare
records/items/enchants/b26a_enchant.dbr|50|Rare
records/items/enchants/b27a_enchant.dbr|50|Rare
records/items/enchants/b28a_enchant.dbr|50|Rare
records/items/enchants/b29a_enchant.dbr|50|Rare
records/items/enchants/b30a_enchant.dbr|50|Rare
records/items/enchants/b31a_enchant.dbr|50|Rare
records/items/enchants/b32a_enchant.dbr|50|Rare
records/items/enchants/b33a_enchant.dbr|50|Rare
records/items/enchants/b34a_enchant.dbr|50|Rare
records/items/enchants/b35a_enchant.dbr|50|Rare
records/items/enchants/b36a_enchant.dbr|50|Rare
records/items/enchants/b37a_enchant.dbr|50|Rare
records/items/enchants/b38a_enchant.dbr|50|Rare
records/items/enchants/b39a_enchant.dbr|50|Rare
records/items/enchants/b40a_enchant.dbr|50|Rare
records/items/enchants/b41a_enchant.dbr|50|Rare
records/items/enchants/b42a_enchant.dbr|50|Rare
records/items/enchants/b43a_enchant.dbr|50|Rare
records/items/enchants/b44a_enchant.dbr|50|Rare
records/items/enchants/b45a_enchant.dbr|50|Rare
records/items/enchants/b46a_enchant.dbr|50|Rare
records/items/enchants/b47a_enchant.dbr|50|Rare
records/items/enchants/b48a_enchant.dbr|50|Rare
records/items/enchants/b49a_enchant.dbr|50|Rare
records/items/enchants/b50a_enchant.dbr|50|Rare
records/items/enchants/b51a_enchant.dbr|50|Rare
records/items/enchants/b52a_enchant.dbr|50|Rare
records/items/enchants/b53a_enchant.dbr|50|Rare
records/items/enchants/b54a_enchant.dbr|50|Rare
records/items/enchants/b55a_enchant.dbr|50|Rare
records/items/enchants/b56a_enchant.dbr|50|Rare
records/items/enchants/b57a_enchant.dbr|50|Rare
records/items/enchants/b58a_enchant.dbr|50|Rare
records/items/enchants/b59a_enchant.dbr|50|Rare
records/items/enchants/b60a_enchant.dbr|50|Rare
records/items/enchants/b61a_enchant.dbr|50|Rare
records/items/enchants/b62a_enchant.dbr|50|Rare
records/items/enchants/b63a_enchant.dbr|50|Rare
records/items/enchants/c000a_enchant.dbr|70|Epic
records/items/enchants/c01a_enchant.dbr|70|Epic
records/items/enchants/c02a_enchant.dbr|70|Epic
records/items/enchants/c03a_enchant.dbr|70|Epic
records/items/enchants/c04a_enchant.dbr|70|Epic
records/items/enchants/c05a_enchant.dbr|70|Epic
records/items/enchants/c06a_enchant.dbr|70|Epic
records/items/enchants/c07a_enchant.dbr|70|Epic
records/items/enchants/c08a_enchant.dbr|70|Epic
records/items/enchants/c09a_enchant.dbr|70|Epic
records/items/enchants/c101a_enchant.dbr|90|Epic
records/items/enchants/c102a_enchant.dbr|90|Epic
records/items/enchants/c103a_enchant.dbr|90|Epic
records/items/enchants/c104a_enchant.dbr|90|Epic
records/items/enchants/c105a_enchant.dbr|90|Epic
records/items/enchants/c106a_enchant.dbr|90|Epic
records/items/enchants/c107a_enchant.dbr|90|Epic
records/items/enchants/c108a_enchant.dbr|90|Epic
records/items/enchants/c109a_enchant.dbr|90|Epic
records/items/enchants/c10a_enchant.dbr|70|Epic
records/items/enchants/c11a_enchant.dbr|70|Epic
records/items/enchants/c12a_enchant.dbr|70|Epic
records/items/enchants/c13a_enchant.dbr|70|Epic
records/items/enchants/c14a_enchant.dbr|70|Epic
records/items/enchants/c15a_enchant.dbr|70|Epic
records/items/enchants/c16a_enchant.dbr|70|Epic
records/items/enchants/c17a_enchant.dbr|70|Epic
records/items/enchants/c201a_enchant.dbr|90|Epic
records/items/enchants/c202a_enchant.dbr|90|Epic
records/items/enchants/c203a_enchant.dbr|90|Epic
records/items/enchants/c204a_enchant.dbr|90|Epic
records/items/enchants/c205a_enchant.dbr|90|Epic
records/items/enchants/c206a_enchant.dbr|90|Epic
records/items/enchants/c207a_enchant.dbr|90|Epic
records/items/enchants/c208a_enchant.dbr|90|Epic
records/items/enchants/c209a_enchant.dbr|90|Epic
records/items/enchants/runes/b201_rune.dbr|1|Magical
records/items/enchants/runes/b202_rune.dbr|1|Magical
records/items/enchants/runes/b203_rune.dbr|1|Magical
records/items/enchants/runes/b204_rune.dbr|1|Magical
records/items/enchants/runes/b205_rune.dbr|1|Magical
records/items/enchants/runes/b206_rune.dbr|1|Magical
records/items/enchants/runes/c201_rune.dbr|33|Epic
records/items/enchants/runes/c202_rune.dbr|33|Epic
records/items/enchants/runes/c203_rune.dbr|33|Epic
records/items/enchants/runes/c204_rune.dbr|33|Epic
records/items/enchants/runes/c205_rune.dbr|33|Epic
records/items/enchants/runes/c206_rune.dbr|33|Epic
records/items/enchants/runes/c207_rune.dbr|33|Epic
records/items/enchants/runes/c208_rune.dbr|33|Epic
records/items/enchants/runes/c209_rune.dbr|33|Epic
records/items/enchants/runes/c210_rune.dbr|50|Epic
records/items/enchants/runes/c211_rune.dbr|50|Epic
records/items/enchants/runes/c212_rune.dbr|50|Epic
records/items/enchants/runes/c213_rune.dbr|50|Epic
records/items/enchants/runes/c214_rune.dbr|50|Epic
records/items/enchants/runes/c215_rune.dbr|50|Epic
records/items/enchants/runes/c216_rune.dbr|50|Epic
records/items/enchants/runes/c217_rune.dbr|50|Epic
records/items/enchants/runes/c218_rune.dbr|50|Epic
records/items/enchants/runes/c219_rune.dbr|50|Epic
records/items/enchants/runes/c220_rune.dbr|50|Epic
records/items/enchants/runes/c221_rune.dbr|50|Epic
records/items/enchants/runes/c222_rune.dbr|50|Epic
records/items/enchants/runes/c223_rune.dbr|50|Epic
records/items/enchants/runes/c224_rune.dbr|50|Epic
records/items/enchants/runes/c225_rune.dbr|50|Epic
records/items/enchants/runes/c226_rune.dbr|50|Epic
records/items/enchants/runes/c227_rune.dbr|50|Epic
records/items/enchants/runes/d201_rune.dbr|90|Legendary
records/items/enchants/runes/d202_rune.dbr|90|Legendary
records/items/enchants/runes/d203_rune.dbr|90|Legendary
records/items/enchants/runes/d204_rune.dbr|90|Legendary
records/items/enchants/runes/d205_rune.dbr|90|Legendary
records/items/enchants/runes/d206_rune.dbr|90|Legendary
records/items/enchants/runes/d207_rune.dbr|90|Legendary
records/items/enchants/runes/d208_rune.dbr|90|Legendary
records/items/enchants/runes/d209_rune.dbr|90|Legendary
records/items/enchants/runes/d210_rune.dbr|90|Legendary
records/items/enchants/runes/d211_rune.dbr|90|Legendary
records/items/enchants/runes/d212_rune.dbr|90|Legendary
records/items/enchants/runes/d213_rune.dbr|90|Legendary
records/items/enchants/runes/d214_rune.dbr|90|Legendary
records/items/enchants/runes/d215_rune.dbr|90|Legendary
records/items/enchants/runes/d216_rune.dbr|90|Legendary
records/items/enchants/runes/d217_rune.dbr|90|Legendary
records/items/enchants/runes/d218_rune.dbr|90|Legendary
records/items/enchants/runes/d219_rune.dbr|90|Legendary
records/items/enchants/runes/d220_rune.dbr|90|Legendary
records/items/enchants/runes/d221_rune.dbr|90|Legendary
records/items/gearweapons/focus/b203c_focus.dbr|55|Rare
records/items/lootaffixes/broken/broken_all01.dbr|0|Broken
records/items/lootaffixes/broken/broken_armor01.dbr|0|Broken
records/items/lootaffixes/broken/broken_weapon01.dbr|0|Broken
records/items/lootaffixes/broken/broken_weapon02.dbr|0|Broken
records/items/lootaffixes/broken/broken_weapon03.dbr|0|Broken
records/items/lootaffixes/broken/table_brokenarmor01.dbr|0|None
records/items/lootaffixes/broken/table_brokenweapon01.dbr|0|None
records/items/lootaffixes/completion/a01a_physicaldmg.dbr|1|Magical
records/items/lootaffixes/completion/a01b_physicaldmg.dbr|1|Magical
records/items/lootaffixes/completion/a02a_firedmg.dbr|1|Magical
records/items/lootaffixes/completion/a02b_firedmg.dbr|1|Magical
records/items/lootaffixes/completion/a03a_colddmg.dbr|1|Magical
records/items/lootaffixes/completion/a03b_colddmg.dbr|1|Magical
records/items/lootaffixes/completion/a04a_lightningdmg.dbr|1|Magical
records/items/lootaffixes/completion/a04b_lightningdmg.dbr|1|Magical
records/items/lootaffixes/completion/a05a_aciddmg.dbr|1|Magical
records/items/lootaffixes/completion/a05b_aciddmg.dbr|1|Magical
records/items/lootaffixes/completion/a06a_poisondmg.dbr|1|Magical
records/items/lootaffixes/completion/a06b_poisondmg.dbr|1|Magical
records/items/lootaffixes/completion/a07a_vitalitydmg.dbr|1|Magical
records/items/lootaffixes/completion/a07b_vitalitydmg.dbr|1|Magical
records/items/lootaffixes/completion/a08a_aetherdmg.dbr|1|Magical
records/items/lootaffixes/completion/a08b_aetherdmg.dbr|1|Magical
records/items/lootaffixes/completion/a09a_chaosdmg.dbr|1|Magical
records/items/lootaffixes/completion/a09b_chaosdmg.dbr|1|Magical
records/items/lootaffixes/completion/a10a_bleeddmg.dbr|1|Magical
records/items/lootaffixes/completion/a10b_bleeddmg.dbr|1|Magical
records/items/lootaffixes/completion/a11a_totaldmg_rare.dbr|1|Magical
records/items/lootaffixes/completion/a11b_totaldmg_rare.dbr|1|Magical
records/items/lootaffixes/completion/a12a_health.dbr|1|Magical
records/items/lootaffixes/completion/a12b_health.dbr|1|Magical
records/items/lootaffixes/completion/a13a_energy.dbr|1|Magical
records/items/lootaffixes/completion/a13b_energy.dbr|1|Magical
records/items/lootaffixes/completion/a14a_cun.dbr|1|Magical
records/items/lootaffixes/completion/a14b_cun.dbr|1|Magical
records/items/lootaffixes/completion/a15a_phy.dbr|1|Magical
records/items/lootaffixes/completion/a15b_phy.dbr|1|Magical
records/items/lootaffixes/completion/a16a_spi.dbr|1|Magical
records/items/lootaffixes/completion/a16b_spi.dbr|1|Magical
records/items/lootaffixes/completion/a17a_protection.dbr|1|Magical
records/items/lootaffixes/completion/a17b_protection.dbr|1|Magical
records/items/lootaffixes/completion/a18a_da.dbr|1|Magical
records/items/lootaffixes/completion/a18b_da.dbr|1|Magical
records/items/lootaffixes/completion/a19a_oa.dbr|1|Magical
records/items/lootaffixes/completion/a19b_oa.dbr|1|Magical
records/items/lootaffixes/completion/a20a_dmgreduction.dbr|1|Magical
records/items/lootaffixes/completion/a20b_dmgreduction.dbr|1|Magical
records/items/lootaffixes/completion/a21a_fireretaliation.dbr|1|Magical
records/items/lootaffixes/completion/a22a_coldretaliation.dbr|1|Magical
records/items/lootaffixes/completion/a23a_lightningretaliation.dbr|1|Magical
records/items/lootaffixes/completion/a24a_physretaliation.dbr|1|Magical
records/items/lootaffixes/completion/a25a_attackspeed.dbr|1|Magical
records/items/lootaffixes/completion/a26a_fireresist.dbr|1|Magical
records/items/lootaffixes/completion/a27a_coldresist.dbr|1|Magical
records/items/lootaffixes/completion/a28a_lightningresist.dbr|1|Magical
records/items/lootaffixes/completion/a29a_poisonresist.dbr|1|Magical
records/items/lootaffixes/completion/a30a_aetherresist.dbr|1|Magical
records/items/lootaffixes/completion/a31a_chaosresist.dbr|1|Magical
records/items/lootaffixes/completion/a32a_elementalresist_rare.dbr|1|Magical
records/items/lootaffixes/completion/a34a_piercedmg.dbr|1|Magical
records/items/lootaffixes/completion/a34b_piercedmg.dbr|1|Magical
records/items/lootaffixes/completion/a35_energyregen.dbr|1|Magical
records/items/lootaffixes/completion/a36_healthregen.dbr|1|Magical
records/items/lootaffixes/completion/a37a_cunphy.dbr|1|Magical
records/items/lootaffixes/completion/a37b_cunphy.dbr|1|Magical
records/items/lootaffixes/completion/a38a_physpi.dbr|1|Magical
records/items/lootaffixes/completion/a38b_physpi.dbr|1|Magical
records/items/lootaffixes/completion/a39a_spicun.dbr|1|Magical
records/items/lootaffixes/completion/a39b_spicun.dbr|1|Magical
records/items/lootaffixes/completion/a40a_castspeed.dbr|1|Magical
records/items/lootaffixes/completion/b01_lodestone_staticcharge.dbr|18|Epic
records/items/lootaffixes/completion/b02_armor_health.dbr|1|Magical
records/items/lootaffixes/completion/b03_armor_energy.dbr|1|Magical
records/items/lootaffixes/completion/b04_armor_healthregen.dbr|1|Magical
records/items/lootaffixes/completion/b05_armor_energyregen.dbr|1|Magical
records/items/lootaffixes/completion/b06_diamond_arcanerage.dbr|1|Magical
records/items/lootaffixes/completion/b07_diamond_primalrage.dbr|1|Magical
records/items/lootaffixes/completion/b08_diamond_prismaticrage.dbr|1|Magical
records/items/lootaffixes/completion/b09_chest_experience.dbr|1|Magical
records/items/lootaffixes/completion/b10_chest_energyabsorb.dbr|1|Magical
records/items/lootaffixes/completion/b11_chest_requirements.dbr|1|Magical
records/items/lootaffixes/completion/b12_chest_soldierskills02_rare.dbr|1|Magical
records/items/lootaffixes/completion/b12_chest_soldierskills03_rare.dbr|1|Magical
records/items/lootaffixes/completion/b12_chest_soldierskills04_rare.dbr|1|Magical
records/items/lootaffixes/completion/b12_chest_soldierskills05_rare.dbr|1|Magical
records/items/lootaffixes/completion/b12_chest_soldierskills06_rare.dbr|1|Magical
records/items/lootaffixes/completion/b12_chest_soldierskills_rare.dbr|1|Magical
records/items/lootaffixes/completion/b13_chest_demoskills02_rare.dbr|1|Magical
records/items/lootaffixes/completion/b13_chest_demoskills03_rare.dbr|1|Magical
records/items/lootaffixes/completion/b13_chest_demoskills04_rare.dbr|1|Magical
records/items/lootaffixes/completion/b13_chest_demoskills05_rare.dbr|1|Magical
records/items/lootaffixes/completion/b13_chest_demoskills06_rare.dbr|1|Magical
records/items/lootaffixes/completion/b13_chest_demoskills_rare.dbr|1|Magical
records/items/lootaffixes/completion/b14_chest_nightskills02_rare.dbr|1|Magical
records/items/lootaffixes/completion/b14_chest_nightskills03_rare.dbr|1|Magical
records/items/lootaffixes/completion/b14_chest_nightskills04_rare.dbr|1|Magical
records/items/lootaffixes/completion/b14_chest_nightskills05_rare.dbr|1|Magical
records/items/lootaffixes/completion/b14_chest_nightskills06_rare.dbr|1|Magical
records/items/lootaffixes/completion/b14_chest_nightskills_rare.dbr|1|Magical
records/items/lootaffixes/completion/b15_chest_occultskills02_rare.dbr|1|Magical
records/items/lootaffixes/completion/b15_chest_occultskills03_rare.dbr|1|Magical
records/items/lootaffixes/completion/b15_chest_occultskills04_rare.dbr|1|Magical
records/items/lootaffixes/completion/b15_chest_occultskills05_rare.dbr|1|Magical
records/items/lootaffixes/completion/b15_chest_occultskills06_rare.dbr|1|Magical
records/items/lootaffixes/completion/b15_chest_occultskills_rare.dbr|1|Magical
records/items/lootaffixes/completion/b16_chest_arcanistskills02_rare.dbr|1|Magical
records/items/lootaffixes/completion/b16_chest_arcanistskills03_rare.dbr|1|Magical
records/items/lootaffixes/completion/b16_chest_arcanistskills04_rare.dbr|1|Magical
records/items/lootaffixes/completion/b16_chest_arcanistskills05_rare.dbr|1|Magical
records/items/lootaffixes/completion/b16_chest_arcanistskills06_rare.dbr|1|Magical
records/items/lootaffixes/completion/b16_chest_arcanistskills_rare.dbr|1|Magical
records/items/lootaffixes/completion/b17_chest_allskills_rarest.dbr|1|Magical
records/items/lootaffixes/completion/b18_weapon_oa.dbr|1|Magical
records/items/lootaffixes/completion/b19_weapon_da.dbr|1|Magical
records/items/lootaffixes/completion/b20_weapon_attackspeed.dbr|1|Magical
records/items/lootaffixes/completion/b21_weapon_totalspeed.dbr|1|Magical
records/items/lootaffixes/completion/b22_physicaldmg.dbr|1|Magical
records/items/lootaffixes/completion/b23_firedmg.dbr|1|Magical
records/items/lootaffixes/completion/b24_colddmg.dbr|1|Magical
records/items/lootaffixes/completion/b25_lightningdmg.dbr|1|Magical
records/items/lootaffixes/completion/b26_aciddmg.dbr|1|Magical
records/items/lootaffixes/completion/b27_poisondmg.dbr|1|Magical
records/items/lootaffixes/completion/b28_vitalitydmg.dbr|1|Magical
records/items/lootaffixes/completion/b29_aetherdmg.dbr|1|Magical
records/items/lootaffixes/completion/b30_chaosdmg.dbr|1|Magical
records/items/lootaffixes/completion/b31_bleeddmg.dbr|1|Magical
records/items/lootaffixes/completion/b32_totaldmg_rare.dbr|1|Magical
records/items/lootaffixes/completion/b33_weapon_chancestun.dbr|1|Magical
records/items/lootaffixes/completion/b34_weapon_chanceleech.dbr|1|Magical
records/items/lootaffixes/completion/b35_weapon_chancebleed.dbr|1|Magical
records/items/lootaffixes/completion/b36_weapon_chanceelemental.dbr|1|Magical
records/items/lootaffixes/completion/b37_bindingsbysmiel_petbonus.dbr|0|None
records/items/lootaffixes/completion/b37_bindingsbysmiel_pethealthbonus.dbr|1|Magical
records/items/lootaffixes/completion/b38_bindingsbysmiel_petbonus.dbr|0|None
records/items/lootaffixes/completion/b38_bindingsbysmiel_petdamagebonus.dbr|1|Magical
records/items/lootaffixes/completion/b39_bindingbysymiel_pethealthdamagebonus.dbr|1|Magical
records/items/lootaffixes/completion/b39_bindingsbysmiel_petbonus.dbr|0|None
records/items/lootaffixes/completion/b40_piercedmg.dbr|1|Magical
records/items/lootaffixes/completion/b41_weapon_chancephysical.dbr|1|Magical
records/items/lootaffixes/completion/b42_armor_cun.dbr|1|Magical
records/items/lootaffixes/completion/b43_armor_phy.dbr|1|Magical
records/items/lootaffixes/completion/b44_armor_spi.dbr|1|Magical
