//record|width|height|level|class|quality|bitmap|setrecord
records/creatures/npcs/npcgear/npc_head_blacklegion04.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_exile01.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_harvey01.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_mogdrogen01.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_necromancer01.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_necromancer02.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_necromancer03.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_necromancer04.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_zealot01.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_zealot02.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_head_zealot03.dbr|2|2|0|ArmorProtective_Head|Common|a08_head005.png|
records/creatures/npcs/npcgear/npc_legs_blacklegion01.dbr|2|3|0|ArmorProtective_Legs|Common|a05_legs01.png|
records/creatures/npcs/npcgear/npc_legs_blacksmith02.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_legs_exile01.dbr|2|3|0|ArmorProtective_Legs|Common|a06_legs01.png|
records/creatures/npcs/npcgear/npc_legs_necromancer01.dbr|2|3|0|ArmorProtective_Legs|Common|a05_legs01.png|
records/creatures/npcs/npcgear/npc_legs01.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_legs02.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_legs02_burned.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_legs03.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_legs04.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_legs05.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_legs06.dbr|2|3|1|ArmorProtective_Legs|Common|a01_legs01.png|
records/creatures/npcs/npcgear/npc_shield_kymon.dbr|2|3|0|WeaponArmor_Shield|Common|a08_shield01.png|
records/creatures/npcs/npcgear/npc_shoulder_blacklegion01.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_blacklegion02.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_blacklegion03.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_exile01.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_mogdrogen01.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_necromancer01.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_necromancer02.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_necromancer03.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_zealot_nemesis01.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_zealot01.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_shoulder_zealot02.dbr|2|2|0|ArmorProtective_Shoulders|Common|a05_shoulder01.png|
records/creatures/npcs/npcgear/npc_torso_blacklegion01.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_blacklegion02.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_blacklegion03.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_blacksmith01.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_blacksmith02.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_exile01.dbr|2|3|0|ArmorProtective_Chest|Common|a07_torso004.png|
records/creatures/npcs/npcgear/npc_torso_inquisitorcreed01.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_johnbourbon.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_necromancer01.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_necromancer02.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_necromancer03.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_zealot01.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_zealot02.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_zealot03.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_zealot04.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso_zealot05.dbr|2|3|0|ArmorProtective_Chest|Common|a04_torso002.png|
records/creatures/npcs/npcgear/npc_torso001.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso001.png|
records/creatures/npcs/npcgear/npc_torso001b.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso001.png|
records/creatures/npcs/npcgear/npc_torso002.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso002.png|
records/creatures/npcs/npcgear/npc_torso003.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso001.png|
records/creatures/npcs/npcgear/npc_torso003b.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso001.png|
records/creatures/npcs/npcgear/npc_torso004.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso001.png|
records/creatures/npcs/npcgear/npc_torso004_burned.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso001.png|
records/creatures/npcs/npcgear/npc_torso004b.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso003.png|
records/creatures/npcs/npcgear/npc_torso004c.dbr|2|2|1|ArmorProtective_Chest|Common|a00_torso001.png|
records/creatures/pc/defaultgear/a00f_hair01.dbr|2|2|0|ArmorProtective_Head|Common|a01_head001.png|
records/creatures/pc/defaultgear/a00f_hair02.dbr|2|2|0|ArmorProtective_Head|Common|a01_head001.png|
records/creatures/pc/defaultgear/a00f_hair03.dbr|2|2|0|ArmorProtective_Head|Common|a01_head001.png|
records/creatures/pc/defaultgear/a00f_hairlong01.dbr|2|2|0|ArmorProtective_Head|Common|a01_head001.png|
records/endlessdungeon/items/a001_ring.dbr|1|1|10|ArmorJewelry_Ring|Legendary|a001_ring.png|
records/endlessdungeon/items/craft_keystone_01.dbr|1|2|0|QuestItem|Quest|endlessdungeonkeystone01.png|
records/endlessdungeon/items/craft_keystone_02.dbr|1|2|0|QuestItem|Quest|endlessdungeonkeystone02.png|
records/endlessdungeon/items/craft_keystone_03.dbr|1|2|0|QuestItem|Quest|endlessdungeonkeystone03.png|
records/endlessdungeon/items/craft_keystone_04.dbr|1|2|0|QuestItem|Quest|endlessdungeonkeystone04.png|
records/endlessdungeon/items/craft_keystone_05.dbr|1|2|0|QuestItem|Quest|endlessdungeonkeystone05.png|
records/endlessdungeon/items/craft_keystone_06.dbr|1|2|0|QuestItem|Quest|endlessdungeonkeystone06.png|
records/endlessdungeon/items/craft_keystone_07.dbr|1|2|0|QuestItem|Quest|endlessdungeonkeystone07.png|
records/endlessdungeon/items/endlessdungeon_essence_01.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_01b.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_01c.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_01d.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_02.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_02b.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_02c.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_02d.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_03.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_03b.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_03c.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_03d.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/endlessdungeon_essence_special.dbr|1|2|0|OneShot_EndlessDungeon|None|craft_wendigospirit.png|
records/endlessdungeon/items/q001_torso.dbr|2|3|0|ArmorProtective_Chest|Legendary|q001_torso.png|
records/endlessdungeon/items/z001_test.dbr|2|2|1|ArmorProtective_Head|Legendary|z000_test.png|
records/endlessdungeon/scriptentities/portal_s01.dbr|2|3|50|WeaponMelee_Mace|Legendary|a09_shield02.png|
records/endlessdungeon/scriptentities/portal_s02.dbr|2|3|75|WeaponMelee_Mace|Legendary|a09_shield02.png|
records/endlessdungeon/scriptentities/portal_s03.dbr|2|3|94|WeaponMelee_Mace|Legendary|a09_shield02.png|
records/items/bonusitems/bonus_burrwitchbrew.dbr|1|2|0|ItemUsableSkill|None|dlc_burrwichbrew_up.png|
records/items/bonusitems/bonus_summoncrate.dbr|1|2|0|ItemUsableSkill|None|dlc_crate_up.png|
records/items/bonusitems/bonus_summonwisp.dbr|1|2|0|ItemUsableSkill|None|dlc_willowisp_up.png|
records/items/crafting/blueprints/armor/craft_armor_decoratedpauldrons.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armor_explorertrousers.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armor_explorertunic.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armor_guardsmanbreastplate.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorb101.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_armorb102.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_armorc01_cowloftheblindassassin.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc02_unholyvisageofthecovenant.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc03_flamekeepersjacket.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc04_callidorsvestments.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc05_myrmidonvisor.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc06_cowlofmogdrogen.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc101.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc102.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc103.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc104.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc105.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc106.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc107.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc108.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc109.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc110.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc111.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc112.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc113.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc114.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc115.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc116.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc117.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc118.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc119.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc120.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc121.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc201.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armorc202.dbr|2|1|0|ItemArtifactFormula|Epic|blueprint_a003_epic.png|
records/items/crafting/blueprints/armor/craft_armord153.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord154.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord155.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord156.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord157.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord158.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord159.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord160.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord161.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord162.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord163.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord164.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord165.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord166.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord201.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord202.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord203.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord204.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord205.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord206.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord207.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord208.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord209.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord210.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord211.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord212.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord213.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord214.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord215.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord216.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord217.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord218.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord219.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_armord220.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_feet_adeptsboots.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_feet_adeptsboots02.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_feet_squiresboots.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_feet_squiresboots02.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_hands_adeptsgloves.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_hands_adeptsgloves02.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_hands_squiresgauntlets.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_hands_squiresgauntlets02.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_handsb201.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_handsb202.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_head_adeptshood.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_head_adeptshood02.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_head_rangershelm.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_head_rangershelm02.dbr|2|1|0|ItemArtifactFormula|Magical|blueprint_a001_magical.png|
records/items/crafting/blueprints/armor/craft_headd01_mawofdespair.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd01v2_mawofdespair.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd02_dreadmaskofgurgoth.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd02v2_dreadmaskofgurgoth.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd03_whispererofsecrets.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd03v2_whispererofsecrets.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd04_abyssalmask.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd04v2_abyssalmask.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd05_circletofthegreatserpent.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd05v2_circletofthegreatserpent.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd06_maskofinfernaltruth.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd06v2_maskofinfernaltruth.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd07_faceguardofjustice.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd07v2_faceguardofjustice.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd08_beastcallercowl.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd08v2_beastcallercowl.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd09_maskoftheharbinger.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd09v2_maskoftheharbinger.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd10_demonslayershat.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd101.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd102.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd103.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd104.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd105.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd106.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd107.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
records/items/crafting/blueprints/armor/craft_headd108.dbr|2|1|0|ItemArtifactFormula|Legendary|blueprint_a004_legendary.png|
